Rating,Review
5,"Hyatt in NusaDua was fabulous! Staff attentive, friendly and helpful. Recommended good activities and restaurants but actual hotel and rooms were amazing. Turn down services leave little chocolates for kids but they most of all loved pool with slide"
4,"The resort is huge and the place feels like an Oasis. with ducks, gikos, birds, fish and even squirrels moving around. Very nice for talking pictures fabulous trees and a beautiful private beach. We rent bikes and enjoyed a wonderful ride around the resort and the tennis court.  The breakfast is nice and had a big variety of choices.  The only drawback is the rooms. They really need renovation. the roll up shades were very difficult to control!  and the balcony chairs were worn out and we asked for new ones. The kettle is very small and old.Higher level floors are much better than ground level.  Summary: if you prefer to spend most of your time in activities, shopping and dinning outside, then this place would fit you with the natural views and great location. but if you prefer…"
4,"Not only is the property Grand in size, it also has a Grand Location. It is sandwiched between the beach and Bali Collection, a plaza with Restaurants, Spas and Art Markets. The Hyatt is perfect for those looking to spend a lot of time on the beach. It's also excellent for families with kids as it has excellent pools and facilities for the kids.  A few things they can improve upon: The Staff handling Check in and Check out takes too long. These days almost zero time for check in and check out is the norm but at Hyatt it could be anywhere between 5-15 minutes. The evening cultural program is nice but not worth the 175K minimum fees in local currency charged per person."
3,As regular at Grand Hyatt Singapore I had my expectation on par if not more for the one in Bali only to be disappointed with its services and having lost 2 pairs of Levi's jeans in the hotel room. Would I go back? I don't think so although the facilities and the beach front are top notch. Perhaps try others along the same stretch.
4,"Had a great time at Grand Hyatt Nusa Dua. Greeted with smile and was sent off with a smile too. Hotel seemed to be a little tired but well maintained. Room was well presented and bed was super comfy. Hotel facilities were in good shape and the beach was awesome. Had breakfast and dinner at Garden Cafe and the Italian restaurant and food was adequate. Oh ya, not forgetting that the hotel had the Kecak Dance at one of its restaurants over dinner too. So for those who didnt had time to catch it at Uluwatu, one can just stay at the resort and enjoy Balinese cultural performance right at your doorstep. Only downside was the service by one of the Garden Cafe staff which was may be one of her bad day at work, she was kindda rude to not only us but guests behind us as well. Other than…"
5,"Hyatt in NusaDua was fabulous! Staff attentive, friendly and helpful. Recommended good activities and restaurants but actual hotel and rooms were amazing. Turn down services leave little chocolates for kids but they most of all loved pool with slide"
4,"The resort is huge and the place feels like an Oasis. with ducks, gikos, birds, fish and even squirrels moving around. Very nice for talking pictures fabulous trees and a beautiful private beach. We rent bikes and enjoyed a wonderful ride around the resort and the tennis court.  The breakfast is nice and had a big variety of choices.  The only drawback is the rooms. They really need renovation. the roll up shades were very difficult to control!  and the balcony chairs were worn out and we asked for new ones. The kettle is very small and old.Higher level floors are much better than ground level.  Summary: if you prefer to spend most of your time in activities, shopping and dinning outside, then this place would fit you with the natural views and great location. but if you prefer…"
4,"Not only is the property Grand in size, it also has a Grand Location. It is sandwiched between the beach and Bali Collection, a plaza with Restaurants, Spas and Art Markets. The Hyatt is perfect for those looking to spend a lot of time on the beach. It's also excellent for families with kids as it has excellent pools and facilities for the kids.  A few things they can improve upon: The Staff handling Check in and Check out takes too long. These days almost zero time for check in and check out is the norm but at Hyatt it could be anywhere between 5-15 minutes. The evening cultural program is nice but not worth the 175K minimum fees in local currency charged per person."
3,As regular at Grand Hyatt Singapore I had my expectation on par if not more for the one in Bali only to be disappointed with its services and having lost 2 pairs of Levi's jeans in the hotel room. Would I go back? I don't think so although the facilities and the beach front are top notch. Perhaps try others along the same stretch.
4,Stayed here for three very pleasurable nights ...the resort is  stunning visually but the rooms tend to look a bit dated. That aside we were treated to some amazing hospitality and I must complement the amazing spread laid out in the buffet breakfast . 
5,"Loved the Grand Hyatt Bali at Nusa Dua. Beautiful setting with amazing gardens, themed pools, private beach and wonderful lounges, restaurants, fitness centre and kids club. Large guest rooms that are well appointed. The staff are magnificent and so kind. Genuinely interested in talking with you too, which is refreshing. We bought a Luxury Escapes deal and the inclusions were just amazing. So much value. Saved us about $3500 we estimate!!!"
5,Located on beach and one of the most green property. Have beautiful flora and pools in the property. Good restaurants with multiple food choices. Would recommend this to all kinds of travellers with a decent budget.
5,"Returning to the Grand Hyatt Bali, Nusa Dua and staying Grand Club rooms,  the stay was as usual excellent. The friendly and attentive service has made this hotel our "" home away from home"" and has become a must visit every year."
4,Beautifuli Place that I would recommend to all my friends. Everything above expectations. I have  stayed here many time s since 1994. The Grand Club is fantastic. Hope to come back soon. After the renovation everything is even better.
4,Stayed here for three very pleasurable nights ...the resort is  stunning visually but the rooms tend to look a bit dated. That aside we were treated to some amazing hospitality and I must complement the amazing spread laid out in the buffet breakfast . 
5,"Loved the Grand Hyatt Bali at Nusa Dua. Beautiful setting with amazing gardens, themed pools, private beach and wonderful lounges, restaurants, fitness centre and kids club. Large guest rooms that are well appointed. The staff are magnificent and so kind. Genuinely interested in talking with you too, which is refreshing. We bought a Luxury Escapes deal and the inclusions were just amazing. So much value. Saved us about $3500 we estimate!!!"
5,Located on beach and one of the most green property. Have beautiful flora and pools in the property. Good restaurants with multiple food choices. Would recommend this to all kinds of travellers with a decent budget.
5,"Returning to the Grand Hyatt Bali, Nusa Dua and staying Grand Club rooms,  the stay was as usual excellent. The friendly and attentive service has made this hotel our "" home away from home"" and has become a must visit every year."
4,Beautifuli Place that I would recommend to all my friends. Everything above expectations. I have  stayed here many time s since 1994. The Grand Club is fantastic. Hope to come back soon. After the renovation everything is even better.
5,The ambience and surroundings are serene and beautiful. Service was impeccable and seamless and the staff exuded genuine warmth and care.  Would highly recommend this hotel to anyone looking for a quiet and relaxing holiday.
5,Excellent hotel. Hotel great quality and value for money. Staff are extremely good and extremely obliging Rooms clean and spacious. Excellent facilities and the beach on your doorstep Food great and good value
2,"I was generally disappointed with this Hotel, my first time staying there. I found it quite run down, in need of renovation and generally outdated. It is also a rambling style of layout and not easy to navigate (I found the Hotel ""map"" next to useless). If you were at all infirm, had health issues or found it difficult to get around, this hotel is not for you. The rooms are generous and thoughtfully designed. I had a view of the ocean (room 3403). The Hotel staff, as has consistently been my experience throughout Indonesia, were very polite and attentive. The Hotel provides a ""Corner Store"" for general provisions at a reasonable price which is appreciated by guests staying more than a couple of nights. The swimming pools are good and the location is lovely, right on the beach…"
4,"Stayed here for a weekend of work and one day of relaxing.   Truly lovely location with beautiful grounds, water lily ponds, relaxing walkways and gorgeous views of beach and area.  several pools with winding areas--- fun for swimming, although they get crowded with families mid-day.    I walked all over and really enjoyed, day and night.   at night, some areas are a bit dark and could use more lighting--- esp if you are with someone who can't see/walk well.     checkin and checkout were friendly and efficient.    my room was ground floor with view of some shrubs and a service wall, plus at night, it was very dark and next to long alley that was dark and a creepy.    disappointing---as almost all other rooms had some view of water lily pond or higher up rooms had view of beach. …"
5,Great time to visit only one day rain Beautiful well maintained resort with great service.  Not busy because between rain and dry season  Had 2 massages because they were great  pool as shown below was a tropical paradise 
5,The ambience and surroundings are serene and beautiful. Service was impeccable and seamless and the staff exuded genuine warmth and care.  Would highly recommend this hotel to anyone looking for a quiet and relaxing holiday.
5,Excellent hotel. Hotel great quality and value for money. Staff are extremely good and extremely obliging Rooms clean and spacious. Excellent facilities and the beach on your doorstep Food great and good value
2,"I was generally disappointed with this Hotel, my first time staying there. I found it quite run down, in need of renovation and generally outdated. It is also a rambling style of layout and not easy to navigate (I found the Hotel ""map"" next to useless). If you were at all infirm, had health issues or found it difficult to get around, this hotel is not for you. The rooms are generous and thoughtfully designed. I had a view of the ocean (room 3403). The Hotel staff, as has consistently been my experience throughout Indonesia, were very polite and attentive. The Hotel provides a ""Corner Store"" for general provisions at a reasonable price which is appreciated by guests staying more than a couple of nights. The swimming pools are good and the location is lovely, right on the beach…"
4,"Stayed here for a weekend of work and one day of relaxing.   Truly lovely location with beautiful grounds, water lily ponds, relaxing walkways and gorgeous views of beach and area.  several pools with winding areas--- fun for swimming, although they get crowded with families mid-day.    I walked all over and really enjoyed, day and night.   at night, some areas are a bit dark and could use more lighting--- esp if you are with someone who can't see/walk well.     checkin and checkout were friendly and efficient.    my room was ground floor with view of some shrubs and a service wall, plus at night, it was very dark and next to long alley that was dark and a creepy.    disappointing---as almost all other rooms had some view of water lily pond or higher up rooms had view of beach. …"
5,Great time to visit only one day rain Beautiful well maintained resort with great service.  Not busy because between rain and dry season  Had 2 massages because they were great  pool as shown below was a tropical paradise 
5,"The room was wonderful, big and spacious. Love the breakfast! The hotel is located very near to Bali Collection, so we had lot of options for dining. I always like to come back to Grand Hyatt Bali....they have private beach!"
3,"We arrived being totally exhausted after a long flight (and 20 minutes taxi drive from the airport) and experienced staff at reception with no compassion or care. Check in was check in time (14.00 pm) and not an extra step was taken to try to provide us any comfort (even the promise to tell us if the room was ready earlier was not kept). A not nice start of a not nice stay. The rooms are dark (lot’s of wood), very cold airco, bathrooms terrible old fashion and not well maintained. The resort is huge so you have to walk long distances in the warm climate to arrive at reception (not functional while being on business). Serious problems with WIFI reception. Good breakfast and swimming facilities/close to the beach. Check out was a nightmare. Staff did not understand simple…"
3,What we like - private beach - amazing receptionist named Bu Budi who helped us with check in and room selection - nice area for breakfast at salsa verde - great gym and private club house  What we don't like - the fact that they dont use king bed but combining 2 single beds into one big bed and name the room King Size bed is really disappointing - extra charges IDR 50k for heating up baby food - extra charges IDR 50k for borrowing knife to cut apple - extra charges IDR 50k for borrowing hotel's plates and bowls  - extra charges every time we want to request something that usually is FREE at other 5-star hotels - think twice before requesting anything - overpriced spa and massage services in comparison to other 5 star hotels in Nusa Dua - lobby is very hot despite the rainy…
5,"Fourth times stayed in Grand Hyatt Bali. We have arrived hotel in the evening, however they were more than welcome to assist our check-in. Plus they have upgraded our room in Grand Club East Village(Slightly bigger one). It's always good to see they care about their loyalty member. Nusa Dua is a quite place compare to Kuta or Seminyak, however the staffs here were super lovely!! Always smile and very polite during entire stay!. I highly recommend this hotel if you would like to stay in Nusa Dua area. Again, the all staffs here in Grand Hyatt Bali was super awesome!! Hope they will keep this up! :)  Thanks for The Excellent Hospitality.  Dhohirni, Sunaji"
5,"Grand Hyatt Bali lived up to its reputation as a 5 star hotel.  Hotel, grounds, facilities but most of all the staff at Grand Hyatt Baili make it the perfect place to have a romantic, relaxing place.   Grand Hyatt Bali surprised us with a flower arrangement for our 31st wedding anniversary and we had the most romantic Champagne Brunch on our balcony.  Would recommend Grand Club Rooms.  We have recommended the Grand Hyatt Bali  to our family, friends and work colleagues."
5,"The room was wonderful, big and spacious. Love the breakfast! The hotel is located very near to Bali Collection, so we had lot of options for dining. I always like to come back to Grand Hyatt Bali....they have private beach!"
3,"We arrived being totally exhausted after a long flight (and 20 minutes taxi drive from the airport) and experienced staff at reception with no compassion or care. Check in was check in time (14.00 pm) and not an extra step was taken to try to provide us any comfort (even the promise to tell us if the room was ready earlier was not kept). A not nice start of a not nice stay. The rooms are dark (lot’s of wood), very cold airco, bathrooms terrible old fashion and not well maintained. The resort is huge so you have to walk long distances in the warm climate to arrive at reception (not functional while being on business). Serious problems with WIFI reception. Good breakfast and swimming facilities/close to the beach. Check out was a nightmare. Staff did not understand simple…"
3,What we like - private beach - amazing receptionist named Bu Budi who helped us with check in and room selection - nice area for breakfast at salsa verde - great gym and private club house  What we don't like - the fact that they dont use king bed but combining 2 single beds into one big bed and name the room King Size bed is really disappointing - extra charges IDR 50k for heating up baby food - extra charges IDR 50k for borrowing knife to cut apple - extra charges IDR 50k for borrowing hotel's plates and bowls  - extra charges every time we want to request something that usually is FREE at other 5-star hotels - think twice before requesting anything - overpriced spa and massage services in comparison to other 5 star hotels in Nusa Dua - lobby is very hot despite the rainy…
5,"Fourth times stayed in Grand Hyatt Bali. We have arrived hotel in the evening, however they were more than welcome to assist our check-in. Plus they have upgraded our room in Grand Club East Village(Slightly bigger one). It's always good to see they care about their loyalty member. Nusa Dua is a quite place compare to Kuta or Seminyak, however the staffs here were super lovely!! Always smile and very polite during entire stay!. I highly recommend this hotel if you would like to stay in Nusa Dua area. Again, the all staffs here in Grand Hyatt Bali was super awesome!! Hope they will keep this up! :)  Thanks for The Excellent Hospitality.  Dhohirni, Sunaji"
5,"Grand Hyatt Bali lived up to its reputation as a 5 star hotel.  Hotel, grounds, facilities but most of all the staff at Grand Hyatt Baili make it the perfect place to have a romantic, relaxing place.   Grand Hyatt Bali surprised us with a flower arrangement for our 31st wedding anniversary and we had the most romantic Champagne Brunch on our balcony.  Would recommend Grand Club Rooms.  We have recommended the Grand Hyatt Bali  to our family, friends and work colleagues."
4,"Several friends had recently stayed at Grand Hyatt Bali, and raved over this huge resort.   Magnificent tropical setting on the beach. Whilst our room was a little tired and dated, showing its age, the resort ad a whole is magnificent !  Five great restaurants, excellent vanity of food, mostly of high quality.  Japanese restaurant a touch disappointing, particularly if you are on a "" package "", you don't get the best.  A tip... you need to upgrade.   Yes, we will return.    One major attraction is the very large shopping centre opposite the resort.. Bali Collections , with some 30 cafes and restaurants., good food at reasonable prices.   Have a daily foot massage, but you can bargain... very good !"
5,The Grand Hyatt provides a beautifully crafted property with many facilities for adults and children. The extensive meandering series of pools provided fun filled opportunities for both adults and children. This is a very well maintained hotel with an excellent set of service standards. Will return again.
4,"We had a wonderful experience during our stay in the hotel. The room was wonderful, big and spacious. My son enjoyed playing the pool. It had easy access to the beach.  The hotel is located very near to Bali Collection. So we had lot of options for dining including Indian Cuisine. The only challenge we faced was to arrange for our local trips."
5,"Top quality hotel. Very large site but wonderful grounds with exceptional water features. Brilliant, caring staff - nothing is too much trouble. Lovely, well kept  beach. Quality throughout. Several restaurants and bars but all very quiet. Nearby local bars and restaurants - 5 minute walk."
5,"The room very nice, luxury and big. Staff friendly and always smiling they also suggested what things to do in bali. I would say it was an average overall experience. Stayed here 3 nights to attend an event at the hotel."
4,"Several friends had recently stayed at Grand Hyatt Bali, and raved over this huge resort.   Magnificent tropical setting on the beach. Whilst our room was a little tired and dated, showing its age, the resort ad a whole is magnificent !  Five great restaurants, excellent vanity of food, mostly of high quality.  Japanese restaurant a touch disappointing, particularly if you are on a "" package "", you don't get the best.  A tip... you need to upgrade.   Yes, we will return.    One major attraction is the very large shopping centre opposite the resort.. Bali Collections , with some 30 cafes and restaurants., good food at reasonable prices.   Have a daily foot massage, but you can bargain... very good !"
5,The Grand Hyatt provides a beautifully crafted property with many facilities for adults and children. The extensive meandering series of pools provided fun filled opportunities for both adults and children. This is a very well maintained hotel with an excellent set of service standards. Will return again.
4,"We had a wonderful experience during our stay in the hotel. The room was wonderful, big and spacious. My son enjoyed playing the pool. It had easy access to the beach.  The hotel is located very near to Bali Collection. So we had lot of options for dining including Indian Cuisine. The only challenge we faced was to arrange for our local trips."
5,"Top quality hotel. Very large site but wonderful grounds with exceptional water features. Brilliant, caring staff - nothing is too much trouble. Lovely, well kept  beach. Quality throughout. Several restaurants and bars but all very quiet. Nearby local bars and restaurants - 5 minute walk."
5,"The room very nice, luxury and big. Staff friendly and always smiling they also suggested what things to do in bali. I would say it was an average overall experience. Stayed here 3 nights to attend an event at the hotel."
5,"Nice Hotel , high level in Service and Quality standard. Especially the set up.Garden, beach overall perfect .I always like to come back to Grand Hyatt Bali minimum once a year. perhaps more offen and always recommand to friends. A Hotel and resort with personal touch. Even new hotels in Bali will really difficult to take my heart away from Grand Hyatt Nusa Dua Bali."
3,"Stayed there for 2 nights with my wife. I would say it was an average overall experience. Mostly due to the physical condition of the hotel itself because it's an old building. So if you're looking for a new hotel, this wouldn't be your choice. The room is clean though and the bed is comfy. It's close to the beach. The restaurant and the breakfast is below average for a 5 star hotel. Probably explain why it's cheaper than other 5 stat hotels nearby. "
2,Stayed here with my wife for 2 nights. Must say its a great property.  The rooms however are a big disappointment. The shower Knob was broken and it took the hotel one complete day to fix it. Could not use the bath tub as there was yellow water flowing down the taps. Ordered Fish n Chips in the room - Horrible !!! Wasn't prepared well. The batter kept falling off from the fish.  Customer service and hospitality is no where close to what you expect to get from a brand like Grand Hyatt.
4,"Stayed here for 2 nights to attend an event at the hotel. The deluxe king room is spacious and the bathroom is huge. The room and the furnitures need to be updated, looks a lil bit old. The cleanliness could be improved. The hotel itself is so big, i can get lost in the hotel area. The beach are clean & the garden are well manicured. We have breakfast, lunch and snacks in the hotel and the pasta is really good. Really enjoy our stay at Grand Hyatt."
5,The room was nice and big. the staffs were very friendly. they also suggested what to do around. it has free shuttle that take you to town. breakfast was excellent. pool and view was spectacular. highly recommended
5,"Nice Hotel , high level in Service and Quality standard. Especially the set up.Garden, beach overall perfect .I always like to come back to Grand Hyatt Bali minimum once a year. perhaps more offen and always recommand to friends. A Hotel and resort with personal touch. Even new hotels in Bali will really difficult to take my heart away from Grand Hyatt Nusa Dua Bali."
3,"Stayed there for 2 nights with my wife. I would say it was an average overall experience. Mostly due to the physical condition of the hotel itself because it's an old building. So if you're looking for a new hotel, this wouldn't be your choice. The room is clean though and the bed is comfy. It's close to the beach. The restaurant and the breakfast is below average for a 5 star hotel. Probably explain why it's cheaper than other 5 stat hotels nearby. "
2,Stayed here with my wife for 2 nights. Must say its a great property.  The rooms however are a big disappointment. The shower Knob was broken and it took the hotel one complete day to fix it. Could not use the bath tub as there was yellow water flowing down the taps. Ordered Fish n Chips in the room - Horrible !!! Wasn't prepared well. The batter kept falling off from the fish.  Customer service and hospitality is no where close to what you expect to get from a brand like Grand Hyatt.
4,"Stayed here for 2 nights to attend an event at the hotel. The deluxe king room is spacious and the bathroom is huge. The room and the furnitures need to be updated, looks a lil bit old. The cleanliness could be improved. The hotel itself is so big, i can get lost in the hotel area. The beach are clean & the garden are well manicured. We have breakfast, lunch and snacks in the hotel and the pasta is really good. Really enjoy our stay at Grand Hyatt."
5,The room was nice and big. the staffs were very friendly. they also suggested what to do around. it has free shuttle that take you to town. breakfast was excellent. pool and view was spectacular. highly recommended
5,"I stayed at he Hanging Gardens before coming to this hotel...this hotel definitely was better and cheaper...I used a diamond upgrade to get into a Grand King suite, room was hugeee!! I think its one of the biggest hyatt suites that can be obtained with a suite upgrade...the resort is huge I must say very well maintained, not old as some users have described, maybe that is just the standard rooms...breakfast for diamonds was in the club...there were decent options, the club is outdoors near ponds with fish!!...the hotel is near the bali collection..great place for souvenirs and shopping...way cheaper than the hotel"
5,"We come to Bali every year and the Grand Hyatt has certainly been one of our favourite resorts! The service is amazing, the staff couldn't be more accomodating and kind.  The facilities are wonderful. My kids loved the water slides and kids club! Only slight issue is that you have to pay for kids club at this resort, however in saying that it is a 1st class kids club and they program they run is excellent so for us it was well worth it!  We came on a luxury escape package and the inclusions were fantastic! The spa and treatments are amazing!  "
2,"The staff and service are generally what you would expect, friendly and reasonably efficient.  The hotel however has been around for many years and nothing has changed, no updates, no renovation, no refurbishment.  If you are looking for old style bali and happy with old style furniture and sitting outside for all meals you should be fine.  The biggest disappointment for us was that we booked a  Club ocean view King and expected much more based on what other hotels such as Sofitel offer.    Amenities/food - Being a regular guest at Sofitel Nusa Dua, Bangkok etc we assumed this would allow us to eat at either the outdoor club dining area or the (standard) indoor dining restaurant.  Apparently not, the food was rather disappointing the same thing every day, no variety of food for…"
5,"If you are looking for a tranquil resort feel in Bali then this is a great resort for that! It is far away from local attractions and other cities like Ubud and Seminyak however this location in Nusa Dua gives you peace, your own space and amazing personal service and staff.  The hotel is very accomodating as well. We enjoyed our cocktail hours at the Grand Club the most."
2,Stayed here with my wife for 2 nights. Must say it's a great property. The rooms however are a big disappointment. The shower knob was broken and it took the hotel one complete day to fix it. Could not use the Bath Tub as there was Yellow water flowing down the taps.  Ordered fish and chips in the room - Horrible !!! Wasn't prepared well. The batter kept falling off from the fish.  Customer service and hospitality is no where close to what you expect to get from a brand like Grand Hyatt.  Would definitely not recommend this property to anyone for the price that it demands.
5,"I stayed at he Hanging Gardens before coming to this hotel...this hotel definitely was better and cheaper...I used a diamond upgrade to get into a Grand King suite, room was hugeee!! I think its one of the biggest hyatt suites that can be obtained with a suite upgrade...the resort is huge I must say very well maintained, not old as some users have described, maybe that is just the standard rooms...breakfast for diamonds was in the club...there were decent options, the club is outdoors near ponds with fish!!...the hotel is near the bali collection..great place for souvenirs and shopping...way cheaper than the hotel"
5,"We come to Bali every year and the Grand Hyatt has certainly been one of our favourite resorts! The service is amazing, the staff couldn't be more accomodating and kind.  The facilities are wonderful. My kids loved the water slides and kids club! Only slight issue is that you have to pay for kids club at this resort, however in saying that it is a 1st class kids club and they program they run is excellent so for us it was well worth it!  We came on a luxury escape package and the inclusions were fantastic! The spa and treatments are amazing!  "
2,"The staff and service are generally what you would expect, friendly and reasonably efficient.  The hotel however has been around for many years and nothing has changed, no updates, no renovation, no refurbishment.  If you are looking for old style bali and happy with old style furniture and sitting outside for all meals you should be fine.  The biggest disappointment for us was that we booked a  Club ocean view King and expected much more based on what other hotels such as Sofitel offer.    Amenities/food - Being a regular guest at Sofitel Nusa Dua, Bangkok etc we assumed this would allow us to eat at either the outdoor club dining area or the (standard) indoor dining restaurant.  Apparently not, the food was rather disappointing the same thing every day, no variety of food for…"
5,"If you are looking for a tranquil resort feel in Bali then this is a great resort for that! It is far away from local attractions and other cities like Ubud and Seminyak however this location in Nusa Dua gives you peace, your own space and amazing personal service and staff.  The hotel is very accomodating as well. We enjoyed our cocktail hours at the Grand Club the most."
2,Stayed here with my wife for 2 nights. Must say it's a great property. The rooms however are a big disappointment. The shower knob was broken and it took the hotel one complete day to fix it. Could not use the Bath Tub as there was Yellow water flowing down the taps.  Ordered fish and chips in the room - Horrible !!! Wasn't prepared well. The batter kept falling off from the fish.  Customer service and hospitality is no where close to what you expect to get from a brand like Grand Hyatt.  Would definitely not recommend this property to anyone for the price that it demands.
5,"Pros:  Very reasonably priced for what you get.  Excellent club lounge with many hot breakfast and pre-dinner items that a very tasty.  Multiple pools to choose from.  Very friendly staff with a smile on their face at all times.  Really nice and modern gym.   Cons: A bit of a drive to visit the major Bali attractions but I think that's due many to traffic and not distance.  Lots of mosquitos.  Visited with my wife and 9 month old daughter. I think every staff member fell in love with my daughter, they love babies here. As a diamond member they checked us in at the club lounge and escorted us to our room from there. We used one of our suite upgrades. Not sure if they put us in an even better suite or if we were given the standard upgrade suite but it was awesome. Large master…"
5,"Me and my family (4yrs old daughter) stayed at Grand Hyatt Bali for 4 nights; wonderful hotel with amazing gardens, pools, beach, and everything you need to relax! Hotel room was great, staff extremely friendly and obliging, drinks and food excellent. Can only recommend this Hotel :-)"
5,"Loved this resort. The pools, the restaurants, everything is luxury. We went as a family and the kids enjoyed themselves too. Highly recommend getting a second room for children as sharing the small extra bed was not ideal."
5,"Our second trip with the family and it was even better than before. We stayed at the Grand Club where rooms were tucked away privately. It had its own check in / out facilities. I loved the fact that it maintains a very balinese feel to it unlike the more modern hotels. With two kids , the adjoining rooms were great. The space and the layout of the rooms were great. Everyone had their own space. The view overlooked the pond it was beautiful and tranquil.  Breakfast and early evening drinks and food were served at the Grand Club area. Service was impeccable. The variety was super. The beach was private and very clean. There were hardly any of the people out on the beach selling you anything.  We dined in and we would go right outside to eat. There were many restaurants in a small…"
5,This was my second trip to Grand Hyatt Bali. The last one as 15 years ago. The resort is about 25 years old with many friendly staff who have been with the hotel from the beginning.   The facilities are well maintained but some people who are after hip design won't like this classic luxury. The established garden is amazing. It gives this resort a unique character. Lots of shades next to the pool and beach so for Asians do not sunbath this resort is perfect.  
5,"Pros:  Very reasonably priced for what you get.  Excellent club lounge with many hot breakfast and pre-dinner items that a very tasty.  Multiple pools to choose from.  Very friendly staff with a smile on their face at all times.  Really nice and modern gym.   Cons: A bit of a drive to visit the major Bali attractions but I think that's due many to traffic and not distance.  Lots of mosquitos.  Visited with my wife and 9 month old daughter. I think every staff member fell in love with my daughter, they love babies here. As a diamond member they checked us in at the club lounge and escorted us to our room from there. We used one of our suite upgrades. Not sure if they put us in an even better suite or if we were given the standard upgrade suite but it was awesome. Large master…"
5,"Me and my family (4yrs old daughter) stayed at Grand Hyatt Bali for 4 nights; wonderful hotel with amazing gardens, pools, beach, and everything you need to relax! Hotel room was great, staff extremely friendly and obliging, drinks and food excellent. Can only recommend this Hotel :-)"
5,"Loved this resort. The pools, the restaurants, everything is luxury. We went as a family and the kids enjoyed themselves too. Highly recommend getting a second room for children as sharing the small extra bed was not ideal."
5,"Our second trip with the family and it was even better than before. We stayed at the Grand Club where rooms were tucked away privately. It had its own check in / out facilities. I loved the fact that it maintains a very balinese feel to it unlike the more modern hotels. With two kids , the adjoining rooms were great. The space and the layout of the rooms were great. Everyone had their own space. The view overlooked the pond it was beautiful and tranquil.  Breakfast and early evening drinks and food were served at the Grand Club area. Service was impeccable. The variety was super. The beach was private and very clean. There were hardly any of the people out on the beach selling you anything.  We dined in and we would go right outside to eat. There were many restaurants in a small…"
5,This was my second trip to Grand Hyatt Bali. The last one as 15 years ago. The resort is about 25 years old with many friendly staff who have been with the hotel from the beginning.   The facilities are well maintained but some people who are after hip design won't like this classic luxury. The established garden is amazing. It gives this resort a unique character. Lots of shades next to the pool and beach so for Asians do not sunbath this resort is perfect.  
4,"The grounds are beautiful. The beach is phenomenal. They clean the garbage off the beach every day. The beach is quiet and peaceful, great place to read and fall asleep.  The pool area can get more action - with more families and children hanging out there.   The staff is great.  Everything was clean.  The cold plunge pool is amazing after a hot day exploring Nusa Dua!   Location is great, right beside a big market/shopping area.    The room had some issues, AC stopped working and there was no warm water for a day and a night. For this, I was disappointed to pay full Hyatt price.  Food and alcohol is overpriced for the quality. However, the food at our corporate event was good - I felt it was higher quality than the beach restaurant.   Overall however, amazing experience. "
3,"We recently stayed in the Grand Hyatt Bali for an 8 night holiday with family, booked via Luxury Escapes.  We had issues finding our transfer, but I'm not sure if this is on Gran Hyatt or Luxury Escapes. After half an hour of looking we had them paged and got our transfer sorted.  Check in was efficency and friendly, on arrival at our room we had to specifically asked to have the day bed made up for our  kids.  Generally the gourds are beautiful and breakfast staff friendly. Although we found the pool bar staff disinterested and not very welcoming.  But in saying that given the prices you probably wouldn't spend much time at the bar! It was not a pool bar as such, there is no one going around taking drink orders.  We ordered 1 cocktail, 2 mock tails and 1 juice for 470,000 which…"
5,"The Grand Hyatt Bali is so beautiful and the entire staff is amazing, I  wish I could take them all home with me! We were treated like royalty.  We are Diamond  tier so we always book a suite but every room is perfect.  Definitely worth doing the Club...food is great as is the staff."
5,"My wife and I have just returned home, after a 20 night stay at this resort. What a marvellous hotel, location and setting.  It is the typical Balinese style resort, from the buildings, the dress of the staff, and their smiling faces. The resort is quite large and is in a Balinese, river, pool type setting and lust green plants and surroundings. The property is separated from the beach by a footpath, although there is sufficient swimming pools, there is an area which is ideal for children, water slides and pools. This place is ideal for middle aged people, who just want to relax, or walk.  Great for families with small children. The best part of this area. Being a bit more expensive, it is away from the noise and activities of Kuta, "" no drunken young aussies playing up ""  We…"
4,"This very large resort is situated right on a beautiful beach within an easy distance from the airport (the traffic is terrible in Bali).  Despite its size, the facility is very well run and organized.  The staff manages to make you feel like you are staying in a boutique hotel. There are a number of great pools and the beach is perfect, with trees proving shade rather than umbrellas.  The big disappointment for us was the food.  It was expensive and mediocre at best.  There are a number of options, but each restaurant we tried was worse than the next (with the Italian being by far the worst).  Also not all of the restaurants are air conditioned, making for an uncomfortable meal.  If food is not all that important to you, I highly recommend this resort!"
4,"The grounds are beautiful. The beach is phenomenal. They clean the garbage off the beach every day. The beach is quiet and peaceful, great place to read and fall asleep.  The pool area can get more action - with more families and children hanging out there.   The staff is great.  Everything was clean.  The cold plunge pool is amazing after a hot day exploring Nusa Dua!   Location is great, right beside a big market/shopping area.    The room had some issues, AC stopped working and there was no warm water for a day and a night. For this, I was disappointed to pay full Hyatt price.  Food and alcohol is overpriced for the quality. However, the food at our corporate event was good - I felt it was higher quality than the beach restaurant.   Overall however, amazing experience. "
